Name,Type,MotherName,FatherName,Sex,Gender,Sensory Radius,Move Speed,Hunger Speed,Thirst Speed,Grow Speed,Hunger Level,Thirst Level,Pregnancy,Diet,
d5,Herbivore,c5,f8,Male,0.78,83.5,43.67,2.51,2.81,1.68,0.64,0.64,1.02,0.21,
d1,Herbivore,c1,d1,Female,0.34,53.33,40.83,1.42,2.81,1.68,0.59,0.35,0.77,0.33,
f1,Herbivore,e1,d3,Female,0.34,53.33,40.83,1.42,2.81,1.68,0.59,0.35,1.52,0.33,
d3,Herbivore,c3,c2,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
d4,Herbivore,c4,f8,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.64,0.64,1.02,0.21,
g7,Herbivore,f7,b8,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
f2,Herbivore,e2,c8,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
g1,Herbivore,f1,b4,Female,0.34,53.33,40.83,1.42,2.81,2.23,0.43,0.45,1.52,0.33,
e1,Herbivore,d1,c2,Female,0.34,53.33,40.83,1.42,2.81,2.23,0.43,0.35,1.43,0.07,
d7,Herbivore,c7,c8,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
d4,Herbivore,c4,d3,Male,0.97,80.52,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
e9,Herbivore,d9,f3,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
e7,Herbivore,d7,h2,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
d9,Herbivore,c9,e2,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
f9,Herbivore,e9,d8,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.43,0.35,1.52,0.21,
e1,Herbivore,d1,e3,Female,0.34,53.33,40.83,1.42,2.81,2.23,0.59,0.35,0.77,0.16,
g1,Herbivore,f1,d3,Female,0.34,53.33,40.83,1.42,2.81,2.23,0.59,0.35,0.77,0.16,
c2,Herbivore,b2,f4,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.59,0.35,0.77,0.16,
f1,Herbivore,e1,c2,Female,0.34,53.33,40.83,1.42,2.43,2.23,0.43,0.35,1.52,0.33,
e2,Herbivore,d2,d1,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
f7,Herbivore,e7,b8,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
e1,Herbivore,d1,f2,Female,0.34,53.33,40.83,1.42,2.43,2.23,0.59,0.35,0.77,0.33,
d1,Herbivore,c1,f2,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
e3,Herbivore,d3,d3,Male,0.64,84.7,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
e7,Herbivore,d7,c8,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
g7,Herbivore,f7,d3,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.43,0.35,0.77,0.16,
d3,Herbivore,c3,f1,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
e4,Herbivore,d4,e4,Male,0.97,80.52,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
d2,Herbivore,c2,g1,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
b1,Herbivore,a11,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
e7,Herbivore,d7,d2,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.43,0.35,0.77,0.33,
d7,Herbivore,c7,a74,Male,0.75,37.34,29.45,2.51,1.16,2.23,0.59,0.3,1.49,0.19,
d3,Herbivore,c3,f7,Male,0.64,84.7,43.67,2.51,1.16,2.23,0.59,0.3,1.49,0.19,
g9,Herbivore,f9,h7,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.43,0.35,1.49,0.19,
e1,Herbivore,d1,g2,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
g9,Herbivore,f9,e2,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
h1,Herbivore,g1,c8,Female,0.34,53.33,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
c1,Herbivore,b1,a12,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.3,
d1,Herbivore,c1,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
f9,Herbivore,e9,e3,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
g1,Herbivore,f1,e3,Female,0.34,53.33,43.67,1.32,1.64,2.23,0.59,0.3,1.49,0.19,
f9,Herbivore,e9,f1,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
f7,Herbivore,e7,e3,Male,0.75,37.34,29.45,2.51,1.16,2.23,0.59,0.3,1.49,0.19,
f1,Herbivore,e1,d1,Female,0.34,53.33,43.67,1.32,1.64,2.23,0.59,0.3,1.49,0.33,
e3,Herbivore,d3,c1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
f9,Herbivore,e9,e3,Female,0.43,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
e2,Herbivore,d2,a70,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
e1,Herbivore,d1,d3,Female,0.34,53.33,43.67,1.32,2.43,2.23,0.59,0.35,0.77,0.16,
d1,Herbivore,c1,f3,Female,0.34,53.33,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
b8,Herbivore,a84,d5,Male,0.6,53.33,43.67,1.32,2.81,1.68,0.64,0.64,1.02,0.21,
e1,Herbivore,d1,d8,Male,0.75,80.52,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
c1,Herbivore,b1,f1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
h9,Herbivore,g9,c1,Female,0.43,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
d1,Herbivore,c1,d4,Female,0.34,53.33,43.67,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,c2,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
f1,Herbivore,e1,d3,Female,0.34,53.33,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
e1,Herbivore,d1,f3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
g1,Herbivore,f1,c4,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.65,0.7,1.88,0.16,
f1,Herbivore,e1,e1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
f1,Herbivore,e1,c2,Male,0.75,80.52,40.83,2.51,2.43,2.23,0.56,0.35,0.77,0.16,
e9,Herbivore,d9,b5,Female,0.43,84.7,40.83,2.51,1.64,2.23,0.43,0.35,1.52,0.33,
f3,Herbivore,e3,f1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
d3,Herbivore,c3,e4,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
f9,Herbivore,e9,e4,Male,0.97,80.52,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
g9,Herbivore,f9,b4,Male,0.97,80.52,43.67,2.51,2.5,0.52,0.41,0.47,0.61,0.18,
d4,Herbivore,c4,c5,Male,0.97,80.52,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
g1,Herbivore,f1,e1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
e7,Herbivore,d7,e3,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
g1,Herbivore,f1,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.16,
g1,Herbivore,f1,e4,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
e9,Herbivore,d9,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
c4,Herbivore,b4,d4,Male,0.97,80.52,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
e3,Herbivore,d3,e7,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
h1,Herbivore,g1,c5,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.08,
g7,Herbivore,f7,f3,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
f1,Herbivore,e1,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
c2,Herbivore,b2,e3,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.59,0.35,0.77,0.33,
h9,Herbivore,g9,d2,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
d3,Herbivore,c3,c3,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.33,
e1,Herbivore,d1,d1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
d1,Herbivore,c1,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
g9,Herbivore,f9,e4,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.07,
e1,Herbivore,d1,a90,Male,0.97,63.48,40.83,1.31,1.51,1.67,0.37,0.19,1.75,0.32,
e3,Herbivore,d3,d2,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
e3,Herbivore,d3,c2,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.59,0.35,0.77,0.33,
f1,Herbivore,e1,c8,Male,0.97,63.48,43.67,1.32,2.81,1.68,0.64,0.64,1.02,0.21,
g7,Herbivore,f7,d1,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.59,0.3,1.49,0.33,
h7,Herbivore,g7,d1,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.59,0.3,1.49,0.16,
e1,Herbivore,d1,d3,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
d5,Herbivore,c5,d4,Male,0.78,80.52,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
g9,Herbivore,f9,c5,Male,0.97,84.7,40.83,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d2,Herbivore,c2,c4,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.45,1.52,0.07,
e4,Herbivore,d4,c4,Male,0.97,80.52,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
g9,Herbivore,f9,e3,Male,0.97,84.7,40.83,1.32,2.43,2.23,0.59,0.35,0.77,0.33,
h9,Herbivore,g9,a90,Male,0.97,84.7,40.83,1.32,2.43,2.23,0.59,0.19,1.75,0.32,
d7,Herbivore,c7,a90,Male,0.93,95.22,45.56,1.31,1.51,1.67,0.37,0.19,1.75,0.32,
e1,Herbivore,d1,d4,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.59,0.35,1.52,0.07,
f1,Herbivore,e1,e4,Male,0.78,83.5,43.67,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
h1,Herbivore,g1,f2,Male,0.78,83.5,43.67,2.51,2.43,0.52,0.59,0.45,1.52,0.07,
i1,Herbivore,h1,b5,Male,0.78,83.5,43.67,2.51,2.43,0.52,0.59,0.45,1.52,0.33,
g1,Herbivore,f1,d1,Male,0.78,83.5,43.67,2.51,2.43,0.52,0.59,0.3,1.49,0.33,
i9,Herbivore,h9,e1,Male,0.97,84.7,40.83,1.32,2.43,0.52,0.59,0.3,1.49,0.33,
f9,Herbivore,e9,f2,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.45,1.52,0.07,
d3,Herbivore,c3,b1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
g1,Herbivore,f1,e3,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
h1,Herbivore,g1,d1,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
f1,Herbivore,e1,e4,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
e7,Herbivore,d7,c1,Male,0.93,95.22,45.56,1.31,1.51,2.23,0.56,0.3,1.49,0.33,
e3,Herbivore,d3,c4,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
d1,Herbivore,c1,d1,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
c1,Herbivore,b1,b8,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
e1,Herbivore,d1,e4,Male,0.75,80.52,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.07,
f9,Herbivore,e9,a48,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.45,1.32,0.22,
h9,Herbivore,g9,d1,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.21,
g9,Herbivore,f9,g1,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
e1,Herbivore,d1,e4,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.56,0.45,1.52,0.33,
f1,Herbivore,e1,e3,Male,0.97,80.52,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
f9,Herbivore,e9,f3,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.07,
f3,Herbivore,e3,e3,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
d7,Herbivore,c7,b1,Male,0.93,95.22,45.56,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
f3,Herbivore,e3,c4,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
g7,Herbivore,f7,d7,Male,0.93,95.22,45.56,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
e9,Herbivore,d9,d2,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.45,1.52,0.07,
e1,Herbivore,d1,d3,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
e2,Herbivore,d2,f1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
d4,Herbivore,c4,e1,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.07,
c1,Herbivore,b1,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
f7,Herbivore,e7,c8,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
g9,Herbivore,f9,c5,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.11,1.01,0.08,
c4,Herbivore,b4,e2,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.43,0.45,1.49,0.21,
f1,Herbivore,e1,d2,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
g7,Herbivore,f7,d3,Male,0.75,84.7,40.83,1.32,1.64,0.52,0.43,0.45,1.52,0.33,
g1,Herbivore,f1,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
h1,Herbivore,g1,d3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
e7,Herbivore,d7,d2,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
f9,Herbivore,e9,f2,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.11,1.49,0.21,
f9,Herbivore,e9,e3,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
g1,Herbivore,f1,e3,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,g7,Male,0.97,63.48,40.83,1.32,1.64,0.52,0.43,0.45,1.52,0.33,
g9,Herbivore,f9,f9,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d1,Herbivore,c1,h9,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
e4,Herbivore,d4,c5,Male,0.97,80.52,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.08,
d1,Herbivore,c1,e7,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.21,
d3,Herbivore,c3,d8,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.28,0.77,0.09,
g9,Herbivore,f9,e4,Male,0.97,84.7,40.83,2.51,1.76,0.5,0.28,0.11,1.01,0.08,
g7,Herbivore,f7,d3,Male,0.75,84.7,40.83,1.32,1.64,0.52,0.43,0.45,1.52,0.33,
e1,Herbivore,d1,e1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.33,
e1,Herbivore,d1,f1,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
f1,Herbivore,e1,d4,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.11,1.01,0.08,
e1,Herbivore,d1,e3,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
e3,Herbivore,d3,d5,Male,0.97,80.52,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
g1,Herbivore,f1,f4,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
i1,Herbivore,h1,d7,Male,0.97,63.48,40.83,1.32,1.64,0.52,0.43,0.45,1.52,0.33,
f9,Herbivore,e9,d3,Male,0.97,83.5,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
h1,Herbivore,g1,g1,Male,0.97,63.48,40.83,1.32,1.64,0.52,0.43,0.45,1.52,0.33,
d2,Herbivore,c2,d2,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
c2,Herbivore,b2,e1,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
h9,Herbivore,g9,d2,Male,0.97,83.5,43.67,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
f9,Herbivore,e9,d7,Male,0.97,83.5,43.67,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
g9,Herbivore,f9,e1,Male,0.97,83.5,43.67,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
e3,Herbivore,d3,d2,Male,0.97,80.52,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.21,
d1,Herbivore,c1,g9,Male,0.97,83.5,43.67,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
f1,Herbivore,e1,c5,Male,0.97,83.5,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
b8,Herbivore,a84,d2,Male,0.6,53.33,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
f3,Herbivore,e3,f1,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
h9,Herbivore,g9,c1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.33,
f9,Herbivore,e9,d1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.33,
d5,Herbivore,c5,f9,Male,0.78,80.52,40.83,2.51,2.43,0.52,0.59,0.3,1.49,0.33,
h7,Herbivore,g7,e7,Male,0.75,84.7,40.83,1.32,1.64,0.52,0.43,0.45,1.49,0.21,
f3,Herbivore,e3,c4,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.28,0.11,1.01,0.08,
e7,Herbivore,d7,e1,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
g1,Herbivore,f1,e1,Male,0.97,83.5,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d3,Herbivore,c3,e4,Male,0.97,63.48,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
c4,Herbivore,b4,a70,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
e3,Herbivore,d3,c5,Male,0.97,63.48,40.83,2.51,1.64,2.23,0.43,0.35,1.52,0.33,
f1,Herbivore,e1,e3,Male,0.97,83.5,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
g1,Herbivore,f1,d5,Male,0.97,83.5,43.67,1.32,1.64,2.23,0.43,0.3,1.49,0.33,
c1,Herbivore,b1,d4,Male,0.97,84.08,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
f9,Herbivore,e9,f7,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
g7,Herbivore,f7,d1,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.35,1.52,0.09,
e1,Herbivore,d1,f9,Male,0.97,83.5,40.83,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
g7,Herbivore,f7,d3,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f1,Herbivore,e1,a48,Male,0.97,83.5,40.83,2.51,1.1,2.2,0.25,0.35,1.32,0.22,
h1,Herbivore,g1,d2,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
e4,Herbivore,d4,d1,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
d7,Herbivore,c7,d4,Male,0.75,84.7,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
d4,Herbivore,c4,c2,Male,0.74,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
e2,Herbivore,d2,e1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.09,
e7,Herbivore,d7,f1,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
d1,Herbivore,c1,d8,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
e1,Herbivore,d1,e2,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.09,
f7,Herbivore,e7,d2,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.09,
d3,Herbivore,c3,d8,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
f9,Herbivore,e9,e9,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
g9,Herbivore,f9,d2,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.43,0.35,1.52,0.09,
f1,Herbivore,e1,c2,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
f9,Herbivore,e9,c1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,g1,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.09,
f3,Herbivore,e3,b8,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
e3,Herbivore,d3,b4,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.18,
e7,Herbivore,d7,e4,Male,0.74,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
d7,Herbivore,c7,e7,Male,0.74,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
h1,Herbivore,g1,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
d2,Herbivore,c2,c4,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.52,0.33,
h9,Herbivore,g9,f3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
c1,Herbivore,b1,d3,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.18,
g1,Herbivore,f1,f3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
c4,Herbivore,b4,f1,Male,0.74,84.08,47.74,1.29,2.43,2.23,0.56,0.3,1.49,0.21,
f1,Herbivore,e1,c4,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
i1,Herbivore,h1,b8,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
d5,Herbivore,c5,c8,Male,0.78,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
g1,Herbivore,f1,b1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.18,
e1,Herbivore,d1,e4,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.21,
d1,Herbivore,c1,d3,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.18,
g7,Herbivore,f7,c1,Male,0.74,84.08,47.74,1.29,2.43,2.23,0.43,0.45,0.77,0.18,
h9,Herbivore,g9,d8,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
e4,Herbivore,d4,d3,Male,0.74,83.5,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
d4,Herbivore,c4,f4,Male,0.74,84.7,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
h7,Herbivore,g7,c8,Male,0.74,84.08,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
f1,Herbivore,e1,g9,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.45,1.52,0.33,
f9,Herbivore,e9,b4,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,d5,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
g9,Herbivore,f9,d4,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,d1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.18,
d7,Herbivore,c7,c5,Male,0.74,84.08,40.83,2.51,2.43,2.23,0.56,0.35,1.52,0.33,
e3,Herbivore,d3,c5,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.33,
f1,Herbivore,e1,c1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.18,
e7,Herbivore,d7,g9,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d1,Herbivore,c1,d2,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.33,
e3,Herbivore,d3,c5,Male,0.6,84.08,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
d3,Herbivore,c3,d3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
d1,Herbivore,c1,c1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.18,
e7,Herbivore,d7,g1,Male,0.74,84.08,40.83,2.51,2.43,2.23,0.56,0.35,0.77,0.18,
c1,Herbivore,b1,f1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.33,
g7,Herbivore,f7,c1,Male,0.74,84.08,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.33,
